"ISO","Cases_Resistance_All","Cases_Resilience_All","Cases_Reduction_All","Cases_R2_fit_All","Tests_Resistance_All","Tests_Resilience_All","Tests_Reduction_All","Tests_R2_fit_All","Deaths_Resistance_All","Deaths_Resilience_All","Deaths_Reduction_All","Deaths_R2_fit_All","Cases_Peak_DOY","Tests_Peak_DOY","Deaths_Peak_DOY","Stringency_Mean_Cases_All","Stringency_Max_Cases_All","Stringency_Mean_Tests_All","Stringency_Max_Tests_All","Stringency_Mean_Deaths_All","Stringency_Max_Deaths_All","Stringency_Diff_Cases_All","Stringency_Diff_Tests_All","Stringency_Diff_Deaths_All","Stringency_DiffMax_Cases_All","Stringency_DiffMax_Tests_All","Stringency_DiffMax_Deaths_All","Stringency_DiffPreIn_Cases_All","Stringency_DiffPreIn_Deaths_All","Stringency_DiffOutIn_Cases_All","Stringency_DiffOutIn_Deaths_All","Stringency_Diff_MinMax_PreIn_Cases_All","Stringency_Diff_MinMax_PreIn_Deaths_All","Stringency_Diff_MinMax_OutIn_Cases_All","Stringency_Diff_MinMax_OutIn_Deaths_All","Stringency_Mean_Cases_Out","Stringency_Mean_Deaths_Out","Stringency_Min_Cases_Out","Stringency_Min_Deaths_Out","Stringency_Mean_Full","Stringency_Max_Full","Population","Pop_Dens","Country_Size","Median_Age","Aged_65_Older","Aged_70_Older","GDP_per_Capita","Extreme_Poverty","Cardio_Death_Rate","Diabetes_Prev","Female_Smokers","Male_Smokers","Handwashing_Facilities","Hospital_Beds_per_1000","Life_Expectancy","Human_Development_Index","Latitude","Avg_Temp","Power_Distance","Individualism","Masculinity","Uncertainty_Avoidance","Long_Term_Orientation","Indulgence","Most_Trusted","Conf_Government","Conf_Politicians","Conf_Parliament","Conf_WHO","Conf_Universities","Conf_Elections"
"AUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8290163934426,42.1733944954128,0,0,46.9536102236422,82.41,9006400,106.749,84369.8770011897,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.908,47.7004146575928,6.35,11,55,79,70,60,63,49.8,0.427886262418637,0.369294605809129,0.480027548209366,NA,NA,NA
"AZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8937280701754,63.5924680851064,0,0,68.84,96.3,10139175,119.309,84982.4824615075,32.4,6.018,3.871,15847.419,NA,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757,40.144847869873,11.95,NA,NA,NA,NA,61,22,26.3,0.778350515463918,0.393462469733656,0.583152566883586,NA,NA,NA
"BDI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3189180327869,14.81,11890781,423.062,28106.4737556197,17.5,2.562,1.504,702.225,71.7,293.068,6.05,NA,NA,6.144,0.8,61.58,0.417,3.38442397117615,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEL",-0.00111190569212992,0.0527870620536897,0.785792329372618,0.966536088161772,-0.250587106363807,0.0411714787155736,0.382873825910265,0.921343628716946,-1.54828253153513e-05,0.0140318229161372,NA,0.966280218072791,298,307,316,62.7248571428571,65.74,65.74,65.74,64.2794736842105,65.74,8.77319580100411,11.788338658147,10.3278123423575,11.788338658147,11.788338658147,10.3278123423575,9.66729411764705,9.57241486068112,17.6086642494561,17.2880308981409,20.37,20.37,65.74,65.74,45.116192893401,46.9914427860697,0,0,53.951661341853,81.48,11589616,375.564,30859.2303841689,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.916,50.5009994506836,9.55,65,75,54,94,82,57,NA,NA,NA,NA,NA,NA,NA
"BEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7570813397129,40.219387755102,0,0,40.5085620915033,70.83,12123198,99.11,122320.633639391,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515,9.30031776428223,27.55,61,78,43,97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BFA",-1.02950360225798e-06,0.0277029789952752,0.618959107806692,0.96916368526469,NA,NA,NA,NA,-1.7222179219929e-08,0.0523589309074183,1,0.866466406675102,271,NA,276,29.71,36.11,NA,NA,25.5874545454545,36.11,-11.1075399361022,NA,-15.2300853906477,-4.70753993610224,NA,-15.2300853906477,-15.8643119266055,-19.5735889328063,-2.98947368421052,-9.74637965143664,0,0,36.11,36.11,32.6994736842105,35.3338341968912,0,0,40.8175399361022,89.81,20903278,70.151,297975.481461419,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.423,12.2512946128845,28.29,NA,NA,NA,NA,27,18,NA,NA,NA,NA,NA,NA,NA
"BGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5679797979798,61.1295977011494,8.33,8.33,68.9275081967213,93.52,164689383,1265.036,130185.530688455,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608,23.6809816360474,25,80,20,55,60,47,20,12.9,0.703441295546559,0.453893442622951,0.669069687607278,0.64883401920439,0.786197082888652,0.567796610169491
"BGR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3351320754717,42.2463571428571,0,0,41.8072435897436,73.15,6948445,65.18,106603.942927278,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,NA,7.454,75.05,0.813,42.7406730651855,10.55,70,30,40,85,69,16,17.1,0.323189926547744,0.24785444558874,0.263732514500171,NA,NA,NA
"BHR",-0.000389143521062446,0.0230820301484188,0.748519995167331,0.997657101910295,-0.04390634143032,0.018167747226088,0.626481378644395,0.974769361721133,-1.66903407003949e-06,0.0396245647034496,0.816901408450704,0.956996948341715,258,264,280,62.06578125,63.89,62.0686206896552,63.89,61.3039534883721,63.89,1.94450674019608,1.94734617985125,1.18267897856818,3.76872549019608,3.76872549019608,1.18267897856818,-0.927249053030302,-0.448046511627908,4.48845451732674,5.00415550857412,3.7,7.41,55.56,55.56,57.5773267326733,56.299797979798,8.33,8.33,60.1212745098039,78.7,1701583,1935.907,878.959061566491,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.846,26.0266122817993,27.15,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"BHS",-0.000247172267881846,0.0345099037752883,NA,0.978625160696128,NA,NA,NA,NA,-4.78069818536903e-06,0.0451373283067764,1,0.938009256152355,284,NA,295,NA,-Inf,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,NA,NA,Inf,Inf,NA,-Inf,393248,39.497,9956.4017520318,34.3,8.996,5.2,27717.847,NA,235.954,13.17,3.1,20.4,NA,2.9,73.92,0.807,23.9387454986572,24.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIH",-8.85389758337486e-05,0.00224034113606326,0.190856513357202,0.469131737857813,NA,NA,NA,NA,-2.95048638829071e-06,0.00609258019041342,0.227272727272727,0.374976367109632,220,NA,234,49.2666666666667,59.26,NA,NA,48.518,53.7,-2.70430420711974,NA,-3.45297087378641,7.28902912621359,NA,-3.45297087378641,-6.87168949771689,-7.51884931506849,4.63081761006289,-1.53153307392996,7.41,1.85,59.26,53.7,44.6358490566038,50.04953307393,0,0,51.9709708737864,92.59,3280815,68.496,47897.9064470918,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768,43.918140411377,9.85,NA,NA,NA,NA,70,44,9.6,0.255813953488372,0.208164642375169,0.257575757575758,NA,NA,NA
"BLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.012576419214,13.567962962963,0,0,13.9769131832797,22.22,9449321,46.858,201658.649536899,40.3,14.799,9.788,17167.967,NA,443.129,5.18,10.5,46.1,NA,11,74.79,0.808,53.7054214477539,6.15,NA,NA,NA,NA,81,15,40,0.508849557522124,0.363189720332577,0.473935389133627,NA,NA,NA
"BLZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4230225080386,85.19,397621,16.426,24206.8062827225,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.708,17.1854977607727,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6171891891892,67.3457591623037,0,0,73.6762258064516,96.3,11673029,10.202,1144190.25681239,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,NA,NA,25.383,1.1,71.51,0.693,16.3010740280151,21.55,NA,NA,NA,NA,NA,NA,8.5,0.352603110209601,0.200404858299595,0.238496663154197,0.518691588785047,0.541666666666667,0.371794871794872
"BRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1744019138756,56.5896825396825,0,0,61.155,81.02,212559409,25.04,8488794.28913738,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NA,2.2,75.88,0.759,14.2421143054962,24.95,69,38,49,76,44,59,6.5,0.237363387978142,0.156982670744139,0.182972880192242,0.491731940818103,0.655603140613847,0.267620020429009
"BRB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7993243243243,45.2481118881119,11.11,11.11,48.6711858974359,88.89,287371,664.463,432.486082746519,39.8,14.952,9.473,16978.068,NA,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8,13.1899409294128,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1859842519685,NA,11.11,NA,40.7194249201278,58.33,437483,81.347,5377.98566634295,32.4,4.591,2.382,71809.251,NA,201.285,12.79,2,30.9,NA,2.7,75.86,0.853,4.52316927909851,26.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTN",-6.16890354219478e-06,0.0120627059457296,0.714285714285714,0.717259521920903,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,84.0285714285714,97.22,NA,NA,93.9973076923077,97.22,16.5033426704015,NA,26.4720789341378,29.6947712418301,NA,26.4720789341378,13.2889714285714,34.3768051797449,25.6727551020408,28.9302005494505,34.26,83.33,83.33,83.33,58.3558163265306,65.0671071428571,13.89,13.89,67.5252287581699,97.22,771612,21.188,36417.4060789126,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.612,27.5063724517822,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1241666666667,86.11,2351625,4.044,581509.643916914,25.8,3.941,2.242,15807.374,NA,237.372,4.81,5.7,34.4,NA,1.8,69.59,0.717,22.3208990097046,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2225142857143,41.7615178571429,0,0,45.8449019607843,75.93,4829764,7.479,645776.708116058,18.3,3.655,2.251,661.24,NA,435.727,6.1,NA,NA,16.603,1,53.28,0.367,6.63315403461456,24.9,54,73,45,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.0087044534413,47.9211578947368,2.78,2.78,56.0133546325879,74.54,37742157,4.037,9349060.44092148,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,NA,2.5,82.43,0.926,62.3954830169678,-5.35,39,80,52,48,36,68,NA,NA,NA,NA,NA,NA,NA
"CHE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0566801619433,38.189865470852,0,0,43.3208626198083,73.15,8654618,214.243,40396.2696564182,43.1,18.436,12.644,57410.166,NA,99.739,5.59,22.6,28.9,NA,4.53,83.78,0.944,46.8028316497803,5.5,34,68,70,58,74,66,57.1,0.570598290598291,0.375864453665283,0.524053224155578,NA,NA,NA
"CHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1173943661972,49.5751572327044,0,0,65.5078758169935,87.5,19116209,24.282,787258.421876287,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18,0.843,36.698878288269,8.45,63,23,28,86,31,68,12.9,0.389513108614232,0.237950792045837,0.292260692464358,0.475152905198777,0.613046448087432,0.507598784194529
"CHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6252320675106,70.1119157088123,26.39,26.39,71.4318269230769,81.94,1439323774,147.674,9746629.56241451,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.752,35.8869380950928,6.95,80,20,66,30,87,24,63.5,0.80641925777332,0.756203890006707,0.76750418760469,NA,0.730046948356807,0.548841893252769
"CIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9924,42.5473660714286,0,0,42.8768370607029,80.56,26378275,76.399,345269.898820665,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,NA,NA,19.351,NA,57.78,0.492,7.53769540786743,26.35,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"CMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3673770491803,42.809865470852,0,0,47.3121568627451,71.3,26545864,50.885,521683.482362189,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,NA,NA,2.735,1.3,59.29,0.556,7.37736791372299,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5362755102041,45.25675,0,0,49.157868852459,80.56,89561404,35.879,2496206.80620976,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,4.07084965705872,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0545192307692,97.22,5518092,15.405,358201.363193768,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,NA,64.57,0.606,0.658495903015137,24.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3520740740741,65.76736,8.33,8.33,67.9766666666667,90.74,50882884,44.223,1150597.74325577,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.747,4.09921860694885,24.5,67,13,64,80,13,83,4.5,0.294333333333333,0.232,0.231,0.475526973919257,0.557109557109557,0.297666666666667
"COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,869595,437.352,1988.31833397355,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.503,11.8683595657349,25.55,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.6914448669202,59.6630534351145,0,0,61.231862745098,87.96,555988,135.58,4100.81132910459,25.7,4.46,3.437,6222.554,NA,182.219,2.42,2.1,16.5,NA,2.1,72.98,0.654,16.0059332847595,23.3,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"CRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8753754940711,58.2115,0,0,58.1238562091503,81.48,5094114,96.079,53020.056411911,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794,9.63005352020264,24.8,35,15,21,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB",-4.95470138653946e-06,0.0169742066473712,0.340698503207413,0.803541409809247,-0.011059670781893,0.0072085142870417,0.574556757105999,0.762108484414409,-8.82876227109668e-08,0.0346714117968131,0.88,0.862965922627428,264,230,257,77.3533333333333,86.11,74.4859782608696,86.11,73.2530769230769,86.11,12.279967948718,9.41261287625419,8.17971153846155,21.0366346153846,21.0366346153846,8.17971153846155,0.601141552511422,-2.64646153846152,23.599806763285,22.2683311603651,19.44,19.44,86.11,86.11,53.7535265700483,50.9847457627119,0,0,65.0733653846154,100,11326616,110.408,102588.725454677,43.1,14.738,9.719,NA,NA,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.777,21.52294921875,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8758515283843,44.0854545454545,0,0,55.0019230769231,94.44,875899,127.657,6861.34720383528,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,35.1158199310303,19.45,NA,NA,NA,NA,NA,70,6.6,0.404019404019404,0.256572029442692,0.337530605106681,0.533252230332522,0.644444444444444,0.45668449197861
"CZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.726245210728,44.5849321266968,0,0,46.2688461538462,82.41,10708982,137.176,78067.4607803114,43.3,19.027,11.58,32605.906,NA,227.485,6.82,30.5,38.3,NA,6.63,79.38,0.888,49.8070068359375,7.55,57,58,57,74,70,29,21.1,0.296452406041447,0.236888419570574,0.252015422362426,NA,NA,NA
"DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.711387755102,45.575,0,0,53.241891025641,76.85,83783945,237.016,353494.890640294,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.936,51.168773651123,8.5,35,67,66,65,83,40,43.4,0.42702890978753,0.339696005655709,0.439649122807018,0.599259259259259,0.675086107921929,0.624273504273504
"DJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2434597156398,47.1885929648241,0,0,49.7335922330097,94.44,988002,41.285,23931.2583262686,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,NA,1.4,67.11,0.476,11.8248047828674,28,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"DMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9194444444444,79.63,71991,98.567,730.376292268203,NA,NA,NA,9673.367,NA,227.376,11.62,NA,NA,NA,3.8,75,0.715,17.5706305503845,22.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0934821428571,41.7542523364486,0,0,47.9008626198083,72.22,5792203,136.52,42427.5051274538,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.929,56.1828861236572,2.7,18,74,16,23,35,70,73.9,0.426545086119554,0.392116887529732,0.475033738191633,NA,NA,NA
"DOM",-0.000121627182541438,0.0124473966426452,0.688828255267546,0.910133622031123,-0.390689494275152,0.0149837503119521,0.691653658906654,0.939617190455424,-1.82155004321572e-06,0.0284451242107245,0.862348178137652,0.946689801819424,NA,202,236,76.7326041666667,78.7,78.7,78.7,73.3121686746988,78.7,9.22299632352942,11.1903921568627,5.80256083156154,11.1903921568627,11.1903921568627,5.80256083156154,13.9659002560522,-7.68476314348302,13.4392232142857,16.2813686746988,78.7,3.7,78.7,78.7,63.293380952381,57.0308,0,0,67.5096078431373,100,10847904,222.873,48673.0290344726,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.736,18.7747802734375,24.55,NA,NA,NA,NA,13,54,NA,NA,NA,NA,NA,NA,NA
"DZA",-1.32056152005324e-05,0.0206826356197051,0.727084340678317,0.983511361921211,NA,NA,NA,NA,-2.41727431659949e-07,0.00785796889876476,0.415094339622642,0.96052816001233,208,NA,211,78.0217391304348,87.96,NA,NA,78.0447619047619,87.96,14.7575724637681,NA,14.7805952380952,24.6958333333333,NA,14.7805952380952,4.12319746376812,4.87620768789445,19.9884201649175,21.3126542814435,22.22,22.22,87.96,87.96,58.0333189655172,56.7321076233184,0,0,63.2641666666667,92.13,43851043,17.348,2527729.01775421,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754,28.0395030975342,18.79,NA,NA,NA,NA,26,32,NA,NA,NA,NA,NA,NA,NA
"ECU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.3731707317073,60.2390035587189,0,0,62.795143769968,93.52,17643060,66.939,263569.219737373,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752,1.76762682199478,21.85,NA,NA,NA,NA,NA,NA,5.8,0.362685560053981,0.230174731182796,0.27755376344086,0.581284153005465,0.653601340033501,0.39190093708166
"EGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5515238095238,54.2218090452261,0,0,57.2747756410256,84.26,102334403,97.999,1044239.25754344,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.696,26.8249263763428,22.1,NA,NA,NA,NA,7,4,7.3,NA,0.0994072047423621,0.179643146796431,0.309870550161812,0.348352713178295,NA
"ERI",-1.98509654928749e-06,0.0383358281536391,0.863636363636364,0.923881498727791,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,91.0729787234043,93.52,NA,NA,93.0318421052632,93.52,19.7193185926853,NA,21.6781819745442,22.166339869281,NA,21.6781819745442,-2.44702127659573,56.5650744284955,26.1705323714729,28.8414073226545,0,93.52,93.52,93.52,64.9024463519313,64.1904347826087,0,0,71.3536601307189,93.52,3546427,44.304,80047.557782593,19.3,3.607,2.171,1510.459,NA,311.11,6.05,0.2,11.4,NA,0.7,66.32,0.44,15.1908206939697,25.5,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"ESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,597330,NA,NA,28.4,NA,1.38,NA,NA,NA,NA,NA,NA,NA,NA,70.26,NA,24.2312984466553,18.1,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
